Geneid	Chr	Start	End	Strand	Length	AC3R1
Gene_009377	Random_Chr_021	317013	317875	-	862	693
Gene_009378	Random_Chr_021	318261	320894	-	2633	3034
Gene_009379	Random_Chr_021	321066	324218	+	3152	2659
Gene_009380	Random_Chr_021	324596	326574	+	1978	91
Gene_009381	Random_Chr_021	327466	328702	+	1236	8
Gene_009382	Random_Chr_021	328782	330728	-	1946	1301
Gene_009383	Random_Chr_021	330951	332386	+	1435	380
Gene_009384	Random_Chr_021	332469	334016	-	1547	7
Gene_009385	Random_Chr_021	335423	337878	+	2455	601
Gene_009386	Random_Chr_021	337974	338704	-	730	19
Gene_009387	Random_Chr_021	338905	341218	+	2313	22
Gene_009388	Random_Chr_021	341473	344419	-	2946	1985
Gene_009389	Random_Chr_021	344421	345020	-	599	141
Gene_009390	Random_Chr_021	345228	347296	-	2068	551
Gene_009391	Random_Chr_021	347764	348873	+	1109	19
Gene_009392	Random_Chr_021	349029	351410	-	2381	3
Gene_009393	Random_Chr_021	351534	352385	+	851	6
Gene_009394	Random_Chr_021	352858	354975	+	2117	278
Gene_009395	Random_Chr_021	355106	355799	-	693	621
Gene_009396	Random_Chr_021	355975	357175	+	1200	42
Gene_009397	Random_Chr_021	358087	358872	+	785	0
Gene_009398	Random_Chr_021	359753	361545	+	1792	663
Gene_009399	Random_Chr_021	361615	363357	-	1742	18
Gene_009400	Random_Chr_021	364107	365317	+	1210	20
Gene_009401	Random_Chr_021	366368	368674	-	2306	35
Gene_009402	Random_Chr_021	368865	371541	+	2676	51
Gene_009403	Random_Chr_021	372543	372731	-	188	3
Gene_009404	Random_Chr_021	374004	374159	-	155	0
Gene_009405	Random_Chr_021	376025	376888	+	863	0
Gene_009406	Random_Chr_021	380896	382048	+	1152	514
Gene_009407	Random_Chr_021	382050	384742	+	2692	590
Gene_009408	Random_Chr_021	384874	386268	+	1394	17
Gene_009409	Random_Chr_021	386319	387849	+	1530	15
Gene_009410	Random_Chr_021	388120	388461	+	341	419
Gene_009411	Random_Chr_021	388935	389750	+	815	1208
Gene_009412	Random_Chr_021	389804	391602	-	1798	4642
Gene_009413	Random_Chr_021	391832	392143	-	311	0
Gene_009414	Random_Chr_021	392307	392903	-	596	290
Gene_009415	Random_Chr_021	393362	394709	+	1347	341
Gene_009416	Random_Chr_021	396212	396415	+	203	1
Gene_009417	Random_Chr_021	397114	397329	+	215	1
Gene_009418	Random_Chr_021	397655	398872	+	1217	989
Gene_009419	Random_Chr_021	399021	399795	-	774	54
Gene_009420	Random_Chr_021	400162	401388	+	1226	362
Gene_009421	Random_Chr_021	401535	403227	+	1692	3732
Gene_009422	Random_Chr_021	403306	404057	-	751	510
Gene_009423	Random_Chr_021	404153	404992	-	839	900
Gene_009424	Random_Chr_021	405341	407818	+	2477	572
Gene_009425	Random_Chr_021	408060	408729	-	669	66
Gene_009426	Random_Chr_021	408841	409447	-	606	44
Gene_009427	Random_Chr_021	409450	411119	-	1669	540
Gene_009428	Random_Chr_021	411487	412261	-	774	72
Gene_009429	Random_Chr_021	412863	416208	+	3345	2238
Gene_009430	Random_Chr_021	416327	419180	-	2853	3675
Gene_009431	Random_Chr_021	421015	421433	+	418	775
Gene_009432	Random_Chr_021	422044	423154	+	1110	111
Gene_009433	Random_Chr_021	423373	424195	+	822	1845
Gene_009434	Random_Chr_021	424665	426118	-	1453	4
Gene_009435	Random_Chr_021	426359	429106	-	2747	8
Gene_009436	Random_Chr_021	429885	430653	-	768	229
Gene_009437	Random_Chr_021	433990	434274	+	284	1148
Gene_009438	Random_Chr_021	434521	435874	+	1353	1465
Gene_009439	Random_Chr_021	436113	437032	+	919	1016
Gene_009440	Random_Chr_021	437102	438044	-	942	1184
Gene_009441	Random_Chr_021	438123	438296	-	173	168
Gene_009442	Random_Chr_021	438771	441165	+	2394	10220
Gene_009443	Random_Chr_021	442189	443909	-	1720	2247
Gene_009444	Random_Chr_021	445086	445409	-	323	10
Gene_009445	Random_Chr_021	446710	448632	+	1922	191
Gene_009446	Random_Chr_021	450086	454283	+	4197	3116
Gene_009447	Random_Chr_021	454369	455416	-	1047	639
Gene_009448	Random_Chr_021	455477	456767	-	1290	1207
Gene_009449	Random_Chr_021	457253	461444	+	4191	4961
Gene_009450	Random_Chr_021	461462	462993	-	1531	2061
Gene_009451	Random_Chr_021	462995	463785	-	790	716
Gene_009452	Random_Chr_021	464077	464376	-	299	3
Gene_009453	Random_Chr_021	464437	466341	-	1904	5846
Gene_009454	Random_Chr_021	467367	467675	+	308	118
Gene_009455	Random_Chr_021	467744	468373	-	629	3229
Gene_009456	Random_Chr_021	468724	469176	+	452	2
Gene_009457	Random_Chr_021	469225	469584	-	359	6
Gene_009458	Random_Chr_021	469738	470215	-	477	5
Gene_009459	Random_Chr_022	1743	2306	+	563	129.03
Gene_009460	Random_Chr_022	3025	3585	+	560	197.4
Gene_009461	Random_Chr_022	3723	5540	-	1817	393
Gene_009462	Random_Chr_022	6065	7439	+	1374	98
Gene_009463	Random_Chr_022	12990	16070	-	3080	494.5
Gene_009464	Random_Chr_022	16847	17130	+	283	1
Gene_009465	Random_Chr_022	18098	18586	+	488	7
Gene_009466	Random_Chr_022	18629	19117	+	488	49
Gene_009467	Random_Chr_022	19392	19820	+	428	12
Gene_009468	Random_Chr_022	20036	22598	-	2562	1106
Gene_009469	Random_Chr_022	23873	25055	-	1182	138
Gene_009470	Random_Chr_022	26968	28529	-	1561	0
Gene_009471	Random_Chr_022	29181	30879	+	1698	18
Gene_009472	Random_Chr_022	31356	33286	+	1930	495
Gene_009473	Random_Chr_022	33454	35147	-	1693	1935
Gene_009474	Random_Chr_022	35599	38362	-	2763	503
Gene_009475	Random_Chr_022	38835	39296	-	461	3421
Gene_009476	Random_Chr_022	41670	41928	-	258	3
Gene_009477	Random_Chr_022	43492	45260	+	1768	457
Gene_009478	Random_Chr_022	45347	46175	-	828	700
Gene_009479	Random_Chr_022	46345	47889	+	1544	686
Gene_009480	Random_Chr_022	47995	50351	+	2356	63
Gene_009481	Random_Chr_022	50477	52381	-	1904	2315
Gene_009482	Random_Chr_022	52495	53958	+	1463	4031
Gene_009483	Random_Chr_022	53962	54836	-	874	651
Gene_009484	Random_Chr_022	54924	58747	+	3823	2709
Gene_009485	Random_Chr_022	58839	60231	-	1392	3411
Gene_009486	Random_Chr_022	60233	62601	-	2368	3541
Gene_009487	Random_Chr_022	62739	63725	-	986	588
Gene_009488	Random_Chr_022	63920	64574	-	654	604
Gene_009489	Random_Chr_022	64576	64940	+	364	397
Gene_009490	Random_Chr_022	67597	68014	+	417	642
Gene_009491	Random_Chr_022	68063	69442	-	1379	453
Gene_009492	Random_Chr_022	71258	73166	-	1908	85
Gene_009493	Random_Chr_022	73282	75390	+	2108	25
Gene_009494	Random_Chr_022	75392	77119	+	1727	65
Gene_009495	Random_Chr_022	78334	80783	-	2449	623
Gene_009496	Random_Chr_022	81205	81762	+	557	3108
Gene_009497	Random_Chr_022	81906	82613	+	707	221.33
Gene_009498	Random_Chr_022	82615	84147	-	1532	1316
Gene_009499	Random_Chr_022	84541	84855	+	314	449
Gene_009500	Random_Chr_022	84857	85629	-	772	6
Gene_009501	Random_Chr_022	85911	88121	-	2210	210
Gene_009502	Random_Chr_022	90610	91565	-	955	2778
Gene_009503	Random_Chr_022	91808	92173	-	365	75
Gene_009504	Random_Chr_022	92464	94269	+	1805	306
Gene_009505	Random_Chr_022	94344	96260	-	1916	721
Gene_009506	Random_Chr_022	99439	100287	-	848	345.5
Gene_009507	Random_Chr_022	100600	102285	+	1685	1395
Gene_009508	Random_Chr_022	102504	103641	+	1137	1049
Gene_009509	Random_Chr_022	104050	104803	+	753	0
Gene_009510	Random_Chr_022	105242	105676	+	434	1
Gene_009511	Random_Chr_022	106129	106311	+	182	0
Gene_009512	Random_Chr_022	106465	106713	-	248	2
Gene_009513	Random_Chr_022	107708	108753	-	1045	145
Gene_009514	Random_Chr_022	108921	109314	-	393	1
Gene_009515	Random_Chr_022	109584	110819	-	1235	3565
Gene_009516	Random_Chr_022	111104	112209	+	1105	1186
Gene_009517	Random_Chr_022	112382	114685	+	2303	92
Gene_009518	Random_Chr_022	115740	117569	-	1829	2537.23
Gene_009519	Random_Chr_022	118483	119968	-	1485	119
Gene_009520	Random_Chr_022	122303	123055	-	752	360.72
Gene_009521	Random_Chr_022	124783	126684	+	1901	980.67
Gene_009522	Random_Chr_022	126693	127955	-	1262	101
Gene_009523	Random_Chr_022	129364	131016	+	1652	1934
Gene_009524	Random_Chr_022	131507	133899	+	2392	345
Gene_009525	Random_Chr_022	135548	136900	+	1352	11
Gene_009526	Random_Chr_022	138533	140130	+	1597	232
Gene_009527	Random_Chr_022	140567	142358	+	1791	1464.5
Gene_009528	Random_Chr_022	142704	143075	+	371	23
Gene_009529	Random_Chr_022	143331	145114	-	1783	1098
Gene_009530	Random_Chr_022	145410	152383	-	6973	4882
Gene_009531	Random_Chr_022	152942	154381	+	1439	39
Gene_009532	Random_Chr_022	156028	157818	-	1790	4084
Gene_009533	Random_Chr_022	158138	159016	+	878	690
Gene_009534	Random_Chr_022	159352	160722	-	1370	9
Gene_009535	Random_Chr_022	161078	161460	+	382	251
Gene_009536	Random_Chr_022	161539	162812	+	1273	385
Gene_009537	Random_Chr_022	162955	165493	-	2538	854.67
Gene_009538	Random_Chr_022	167498	168712	+	1214	0
Gene_009539	Random_Chr_022	168969	169913	-	944	187
Gene_009540	Random_Chr_022	170152	171615	-	1463	61
Gene_009541	Random_Chr_022	171952	172953	+	1001	647
Gene_009542	Random_Chr_022	174947	176122	-	1175	426.83
Gene_009543	Random_Chr_022	178271	180079	+	1808	1582
Gene_009544	Random_Chr_022	180372	181072	-	700	1564
Gene_009545	Random_Chr_022	181595	182448	-	853	0
Gene_009546	Random_Chr_022	183849	185537	-	1688	983
Gene_009547	Random_Chr_022	185693	189706	-	4013	13134
Gene_009548	Random_Chr_022	189996	190622	+	626	456
Gene_009549	Random_Chr_022	190624	191102	-	478	79
Gene_009550	Random_Chr_022	191251	192099	-	848	943
Gene_009551	Random_Chr_022	192518	195303	-	2785	16
Gene_009552	Random_Chr_022	195458	195984	-	526	2641
Gene_009553	Random_Chr_022	196691	198480	-	1789	2290
Gene_009554	Random_Chr_022	198865	201141	+	2276	834
Gene_009555	Random_Chr_022	201326	202282	-	956	1
Gene_009556	Random_Chr_022	202554	203001	-	447	59
Gene_009557	Random_Chr_022	203320	205937	-	2617	569
Gene_009558	Random_Chr_022	206310	206483	+	173	55
Gene_009559	Random_Chr_022	206525	206821	+	296	3
Gene_009560	Random_Chr_022	206976	208249	+	1273	1030
Gene_009561	Random_Chr_022	208382	209186	-	804	1488
Gene_009562	Random_Chr_022	209319	210647	-	1328	2447
Gene_009563	Random_Chr_022	210649	211877	-	1228	935
Gene_009564	Random_Chr_022	212013	212984	-	971	355
Gene_009565	Random_Chr_022	213258	214526	+	1268	428
Gene_009566	Random_Chr_022	214717	215817	+	1100	2470
Gene_009567	Random_Chr_022	215819	218626	-	2807	2984
Gene_009568	Random_Chr_022	222321	223618	-	1297	515
Gene_009569	Random_Chr_022	226042	227794	+	1752	668.96
Gene_009570	Random_Chr_022	228763	229014	-	251	10
Gene_009571	Random_Chr_022	230219	230680	+	461	15
Gene_009572	Random_Chr_022	235589	235765	+	176	0
Gene_009573	Random_Chr_022	236168	241782	+	5614	1041
Gene_009574	Random_Chr_022	241864	243582	-	1718	49
Gene_009575	Random_Chr_022	244143	247149	-	3006	57
Gene_009576	Random_Chr_022	247439	247888	+	449	71
Gene_009577	Random_Chr_022	248748	249992	-	1244	2244
Gene_009578	Random_Chr_022	250088	250520	-	432	327
Gene_009579	Random_Chr_022	250522	250814	-	292	190
Gene_009580	Random_Chr_022	251481	252632	-	1151	378
Gene_009581	Random_Chr_022	252728	253083	+	355	31
Gene_009582	Random_Chr_022	253334	254603	+	1269	2
Gene_009583	Random_Chr_022	254667	255641	-	974	4
Gene_009584	Random_Chr_022	255999	256970	-	971	28
Gene_009585	Random_Chr_022	258883	259334	-	451	847
Gene_009586	Random_Chr_022	259336	259932	-	596	661
Gene_009587	Random_Chr_022	259937	263370	+	3433	5297
Gene_009588	Random_Chr_022	264794	266375	-	1581	135
Gene_009589	Random_Chr_022	266866	269770	+	2904	63
Gene_009590	Random_Chr_022	269918	270601	-	683	145
Gene_009591	Random_Chr_022	271329	274168	+	2839	1503
Gene_009592	Random_Chr_022	274243	278331	+	4088	3225
Gene_009593	Random_Chr_022	278715	280169	+	1454	11
Gene_009594	Random_Chr_022	280470	281292	+	822	21
Gene_009595	Random_Chr_022	281434	281793	-	359	548
Gene_009596	Random_Chr_022	282162	283142	+	980	1265
Gene_009597	Random_Chr_022	283144	283767	+	623	911
Gene_009598	Random_Chr_022	283831	286243	-	2412	1780
Gene_009599	Random_Chr_022	286503	287159	+	656	172
Gene_009600	Random_Chr_022	288390	289259	+	869	364
Gene_009601	Random_Chr_022	290033	291065	-	1032	851
Gene_009602	Random_Chr_022	291427	292395	+	968	853
Gene_009603	Random_Chr_022	293638	295722	+	2084	24
Gene_009604	Random_Chr_022	297375	298826	-	1451	77
Gene_009605	Random_Chr_022	299065	299436	-	371	2316.5
Gene_009606	Random_Chr_022	300160	302292	+	2132	324
Gene_009607	Random_Chr_022	302389	304146	+	1757	328
Gene_009608	Random_Chr_022	304541	306506	-	1965	3160
Gene_009609	Random_Chr_022	306949	308942	+	1993	2582
Gene_009610	Random_Chr_022	309260	309508	-	248	5
Gene_009611	Random_Chr_022	310696	312690	+	1994	327
Gene_009612	Random_Chr_022	312902	314410	+	1508	276
Gene_009613	Random_Chr_022	314479	315318	-	839	22
Gene_009614	Random_Chr_022	316105	318594	-	2489	386
Gene_009615	Random_Chr_022	319164	321056	-	1892	751
Gene_009616	Random_Chr_022	322161	322764	+	603	57
Gene_009617	Random_Chr_022	325288	325477	-	189	2
Gene_009618	Random_Chr_022	325911	326352	+	441	249
Gene_009619	Random_Chr_022	329232	331030	+	1798	1321.5
Gene_009620	Random_Chr_022	333198	334471	-	1273	16
Gene_009621	Random_Chr_022	339585	341386	-	1801	2320
Gene_009622	Random_Chr_022	341905	344356	+	2451	1473
Gene_009623	Random_Chr_022	344846	346361	+	1515	540
Gene_009624	Random_Chr_022	346408	346983	-	575	133
Gene_009625	Random_Chr_022	347070	349166	-	2096	1951
Gene_009626	Random_Chr_022	349168	350032	-	864	551.5
Gene_009627	Random_Chr_022	350034	350346	-	312	78
Gene_009628	Random_Chr_022	350570	351831	-	1261	1419
Gene_009629	Random_Chr_022	352268	352915	+	647	1079
Gene_009630	Random_Chr_022	353138	354185	+	1047	266
Gene_009631	Random_Chr_022	354835	357716	+	2881	23
Gene_009632	Random_Chr_022	358032	361494	+	3462	75
Gene_009633	Random_Chr_022	361608	363093	-	1485	42
Gene_009634	Random_Chr_022	364442	364600	+	158	0
Gene_009635	Random_Chr_022	367568	367766	-	198	3
Gene_009636	Random_Chr_022	368128	368796	+	668	14
Gene_009637	Random_Chr_022	373261	374071	-	810	103
Gene_009638	Random_Chr_022	374449	374698	-	249	0
Gene_009639	Random_Chr_022	377024	377775	+	751	268
Gene_009640	Random_Chr_022	379877	382390	-	2513	38
Gene_009641	Random_Chr_022	382781	383344	+	563	281
Gene_009642	Random_Chr_022	384516	385644	-	1128	4959
Gene_009643	Random_Chr_022	386045	387424	-	1379	1344
Gene_009644	Random_Chr_022	387426	387952	+	526	877
Gene_009645	Random_Chr_022	387954	389089	+	1135	56
Gene_009646	Random_Chr_022	389384	390274	+	890	3512
Gene_009647	Random_Chr_022	390351	392576	-	2225	1463
Gene_009648	Random_Chr_022	393120	394734	-	1614	586
Gene_009649	Random_Chr_022	395083	396358	-	1275	409
Gene_009650	Random_Chr_022	396430	397422	-	992	473
Gene_009651	Random_Chr_022	397847	398975	+	1128	140
Gene_009652	Random_Chr_022	399326	400737	+	1411	8
Gene_009653	Random_Chr_022	401226	401378	+	152	1
Gene_009654	Random_Chr_022	401680	402662	-	982	0
Gene_009655	Random_Chr_022	402934	403452	-	518	25
Gene_009656	Random_Chr_022	403821	406999	+	3178	885
Gene_009657	Random_Chr_022	407391	407706	+	315	849
Gene_009658	Random_Chr_022	407863	408319	-	456	910
Gene_009659	Random_Chr_022	410210	410994	+	784	4
Gene_009660	Random_Chr_022	411121	411851	+	730	3132
Gene_009661	Random_Chr_022	411936	412214	+	278	66
Gene_009662	Random_Chr_022	412297	414089	-	1792	2200
Gene_009663	Random_Chr_022	414205	415450	-	1245	1049
Gene_009664	Random_Chr_022	415596	416366	-	770	0
Gene_009665	Random_Chr_022	417469	417786	+	317	0
Gene_009666	Random_Chr_022	420404	420745	+	341	17
Gene_009667	Random_Chr_022	420882	421610	+	728	866
Gene_009668	Random_Chr_022	421612	422580	+	968	1072
Gene_009669	Random_Chr_022	423335	424983	+	1648	1078
Gene_009670	Random_Chr_022	427311	428410	-	1099	16
Gene_009671	Random_Chr_022	428644	432790	+	4146	2712
Gene_009672	Random_Chr_022	433953	434956	+	1003	60
Gene_009673	Random_Chr_022	435115	435966	+	851	2
Gene_009674	Random_Chr_022	436130	436692	+	562	891
Gene_009675	Random_Chr_022	436694	437516	+	822	3099
Gene_009676	Random_Chr_022	438678	439675	-	997	2
Gene_009677	Random_Chr_022	441122	441829	-	707	0.77
Gene_009678	Random_Chr_022	443451	445789	-	2338	2.9
Gene_009679	Random_Chr_022	448127	448605	-	478	6
Gene_009680	Random_Chr_023	156	5336	+	5180	72
Gene_009681	Random_Chr_023	5689	6078	+	389	1
Gene_009682	Random_Chr_023	6136	6872	+	736	7
Gene_009683	Random_Chr_023	6976	7621	+	645	14
Gene_009684	Random_Chr_023	8010	10009	+	1999	20
Gene_009685	Random_Chr_023	10052	10641	+	589	3
Gene_009686	Random_Chr_023	10808	11470	+	662	913
Gene_009687	Random_Chr_023	11827	13272	+	1445	5
Gene_009688	Random_Chr_023	13959	15421	+	1462	18
Gene_009689	Random_Chr_023	15660	15943	+	283	976
Gene_009690	Random_Chr_023	16464	17972	+	1508	6322
Gene_009691	Random_Chr_023	18285	18647	+	362	145
Gene_009692	Random_Chr_023	18649	18993	-	344	371
Gene_009693	Random_Chr_023	19119	20552	-	1433	384
Gene_009694	Random_Chr_023	20884	21372	+	488	24
Gene_009695	Random_Chr_023	21515	22177	-	662	30
Gene_009696	Random_Chr_023	22391	24246	+	1855	2654
Gene_009697	Random_Chr_023	24705	25157	+	452	2
Gene_009698	Random_Chr_023	26061	27323	+	1262	896
Gene_009699	Random_Chr_023	28872	30107	+	1235	28084.5
Gene_009700	Random_Chr_023	30656	32650	-	1994	1402
Gene_009701	Random_Chr_023	32851	33689	+	838	13
Gene_009702	Random_Chr_023	33749	35592	+	1843	12
Gene_009703	Random_Chr_023	35832	37373	+	1541	2098
Gene_009704	Random_Chr_023	37615	39200	+	1585	1111
Gene_009705	Random_Chr_023	39583	40677	-	1094	1026
Gene_009706	Random_Chr_023	40780	41435	-	655	452
Gene_009707	Random_Chr_023	41825	43489	-	1664	5
Gene_009708	Random_Chr_023	44430	44657	-	227	1
Gene_009709	Random_Chr_023	46027	46185	+	158	33
Gene_009710	Random_Chr_023	46378	46870	-	492	14
Gene_009711	Random_Chr_023	46872	48053	-	1181	77
Gene_009712	Random_Chr_023	48627	49208	-	581	393
Gene_009713	Random_Chr_023	49556	50428	+	872	5
Gene_009714	Random_Chr_023	50508	51524	+	1016	0
Gene_009715	Random_Chr_023	51809	53798	+	1989	11056
Gene_009716	Random_Chr_023	53893	54374	+	481	308
Gene_009717	Random_Chr_023	54376	56230	-	1854	3014
Gene_009718	Random_Chr_023	56418	57051	-	633	190
Gene_009719	Random_Chr_023	57339	58934	+	1595	874
Gene_009720	Random_Chr_023	58990	61939	-	2949	3083
Gene_009721	Random_Chr_023	62388	62978	+	590	6
Gene_009722	Random_Chr_023	63790	64071	+	281	54
Gene_009723	Random_Chr_023	65937	66584	+	647	22
Gene_009724	Random_Chr_023	67058	67216	+	158	0
Gene_009725	Random_Chr_023	69087	69404	+	317	84
Gene_009726	Random_Chr_023	69885	70082	+	197	0
Gene_009727	Random_Chr_023	70792	71124	-	332	761
Gene_009728	Random_Chr_023	71799	73211	+	1412	109948.5
Gene_009729	Random_Chr_023	73519	74094	+	575	181
Gene_009730	Random_Chr_023	74216	75472	+	1256	1018
Gene_009731	Random_Chr_023	77249	78707	-	1458	2053
Gene_009732	Random_Chr_023	78965	80434	+	1469	317
Gene_009733	Random_Chr_023	80519	81964	+	1445	1
Gene_009734	Random_Chr_023	83397	84764	-	1367	0
Gene_009735	Random_Chr_023	86295	87098	+	803	7
Gene_009736	Random_Chr_023	87180	88298	-	1118	193
Gene_009737	Random_Chr_023	88571	89417	+	846	279
Gene_009738	Random_Chr_023	89759	92284	+	2525	3560
Gene_009739	Random_Chr_023	93085	93732	-	647	14
Gene_009740	Random_Chr_023	96316	96522	-	206	0.33
Gene_009741	Random_Chr_023	96999	97316	-	317	38
Gene_009742	Random_Chr_023	99463	99690	-	227	22
Gene_009743	Random_Chr_023	100937	101473	+	536	81
Gene_009744	Random_Chr_023	101556	105478	-	3922	3533
Gene_009745	Random_Chr_023	105864	106259	-	395	231
Gene_009746	Random_Chr_023	106745	107113	+	368	29
Gene_009747	Random_Chr_023	107479	108949	+	1470	618
Gene_009748	Random_Chr_023	109069	109326	-	257	0
Gene_009749	Random_Chr_023	110532	111701	+	1169	6
Gene_009750	Random_Chr_023	112033	113094	-	1061	140
Gene_009751	Random_Chr_023	113891	115147	+	1256	13
Gene_009752	Random_Chr_023	115322	116453	-	1131	62
Gene_009753	Random_Chr_023	116675	117671	-	996	6204
Gene_009754	Random_Chr_023	121738	122437	+	699	3
Gene_009755	Random_Chr_023	122439	123740	+	1301	725
Gene_009756	Random_Chr_023	123742	126147	-	2405	74
Gene_009757	Random_Chr_023	126295	127386	-	1091	1055
Gene_009758	Random_Chr_023	127585	128404	-	819	260
Gene_009759	Random_Chr_023	128526	129467	-	941	158
Gene_009760	Random_Chr_023	130067	131287	+	1220	1186
Gene_009761	Random_Chr_023	131546	132073	-	527	950
Gene_009762	Random_Chr_023	132637	134524	+	1887	324
